STUDYNO	EDITION	PART	IDNO	FIPS_ST	FIPS_CTY	SPOPARST	SPOPCRIM	CPOPCRIM	AG_ARRST	AG_OFF	COVIND	SVIOL	SPROPERTY	SMURDER	SRAPE	SROBBERY	SAGASSLT	SBURGLRY	SLARCENY	SMVTHEFT	SARSON
9999	1	8	718	18	27	6596855	5604744	32608	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	719	18	29	6596855	5604744	8758	5	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	720	18	31	6596855	5604744	11800	3	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	721	18	33	6596855	5604744	21322	5	4	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	722	18	35	6596855	5604744	117525	4	4	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	723	18	37	6596855	5604744	21448	4	3	83.4693	0	0	0	0	0	0	0	0	0	0
9999	1	8	724	18	39	6596855	5604744	201503	5	5	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	725	18	41	6596855	5604744	0	3	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	726	18	43	6596855	5604744	73530	5	4	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	727	18	45	6596855	5604744	0	4	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	728	18	47	6596855	5604744	21276	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	729	18	49	6596855	5604744	14293	3	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	730	18	51	6596855	5604744	22638	4	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	731	18	53	6596855	5604744	68961	5	5	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	732	18	55	6596855	5604744	30517	5	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	733	18	57	6596855	5604744	207366	6	4	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	734	18	59	6596855	5604744	71978	4	4	88.9112	0	0	0	0	0	0	0	0	0	0
9999	1	8	735	18	61	6596855	5604744	39142	3	3	97.3447	0	0	0	0	0	0	0	0	0	0
9999	1	8	736	18	63	6596855	5604744	156070	6	6	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	737	18	65	6596855	5604744	31382	3	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	738	18	67	6596855	5604744	81737	4	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	739	18	69	6596855	5604744	17175	3	2	91.6667	0	0	0	0	0	0	0	0	0	0
9999	1	8	740	18	71	6596855	5604744	43721	4	4	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	741	18	73	6596855	5604744	5874	3	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	742	18	75	6596855	5604744	19153	4	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	743	18	77	6596855	5604744	0	3	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	744	18	79	6596855	5604744	28207	3	3	84.1647	0	0	0	0	0	0	0	0	0	0
9999	1	8	745	18	81	6596855	5604744	145716	8	7	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	746	18	83	6596855	5604744	17007	4	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	747	18	85	6596855	5604744	78177	4	5	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	748	18	87	6596855	5604744	38237	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	749	18	89	6596855	5604744	460150	20	18	95.8053	0	1	0	0	0	0	0	1	0	0
9999	1	8	750	18	91	6596855	5604744	101908	9	6	67.9544	0	0	0	0	0	0	0	0	0	0
9999	1	8	751	18	93	6596855	5604744	41510	4	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	752	18	95	6596855	5604744	127788	6	5	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	753	18	97	6596855	5604744	887572	11	9	100	0	1	0	0	0	0	0	1	0	0
9999	1	8	754	18	99	6596855	5604744	14655	5	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	755	18	101	6596855	5604744	7436	3	2	25	0	0	0	0	0	0	0	0	0	0
9999	1	8	756	18	103	6596855	5604744	36007	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	757	18	105	6596855	5604744	142853	5	5	99.624	0	0	0	0	0	0	0	0	0	0
9999	1	8	758	18	107	6596855	5604744	38226	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	759	18	109	6596855	5604744	21490	4	3	63.2263	0	0	0	0	0	0	0	0	0	0
9999	1	8	760	18	111	6596855	5604744	14055	2	2	58.3333	0	0	0	0	0	0	0	0	0	0
9999	1	8	761	18	113	6596855	5604744	45329	5	4	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	762	18	115	6596855	5604744	0	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	763	18	117	6596855	5604744	0	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	764	18	119	6596855	5604744	0	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	765	18	121	6596855	5604744	17195	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	766	18	123	6596855	5604744	7298	4	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	767	18	125	6596855	5604744	10296	3	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	768	18	127	6596855	5604744	160036	9	6	99.3036	0	0	0	0	0	0	0	0	0	0
9999	1	8	769	18	129	6596855	5604744	25409	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	770	18	131	6596855	5604744	0	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	771	18	133	6596855	5604744	0	4	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	772	18	135	6596855	5604744	8325	5	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	773	18	137	6596855	5604744	23496	3	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	774	18	139	6596855	5604744	6173	3	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	775	18	141	6596855	5604744	266267	8	6	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	776	18	143	6596855	5604744	19728	4	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	777	18	145	6596855	5604744	44853	3	4	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	778	18	147	6596855	5604744	0	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	779	18	149	6596855	5604744	19524	4	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	780	18	151	6596855	5604744	34439	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	781	18	153	6596855	5604744	16980	3	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	782	18	155	6596855	5604744	0	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	783	18	157	6596855	5604744	179955	7	5	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	784	18	159	6596855	5604744	15606	3	4	65.9426	0	0	0	0	0	0	0	0	0	0
9999	1	8	785	18	161	6596855	5604744	0	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	786	18	163	6596855	5604744	181945	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	787	18	165	6596855	5604744	4759	3	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	788	18	167	6596855	5604744	106254	5	4	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	789	18	169	6596855	5604744	21811	4	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	790	18	171	6596855	5604744	0	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	791	18	173	6596855	5604744	61397	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	792	18	175	6596855	5604744	0	3	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	793	18	177	6596855	5604744	29650	5	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	794	18	179	6596855	5604744	27874	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	795	18	181	6596855	5604744	24432	3	3	85.3853	0	0	0	0	0	0	0	0	0	0
9999	1	8	796	18	183	6596855	5604744	10569	4	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	797	19	1	3107126	3069576	7433	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	798	19	3	3107126	3069576	3871	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	799	19	5	3107126	3069576	14154	2	2	87.8762	0	0	0	0	0	0	0	0	0	0
9999	1	8	800	19	7	3107126	3069576	12673	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	801	19	9	3107126	3069576	5828	2	2	62.1754	0	0	0	0	0	0	0	0	0	0
9999	1	8	802	19	11	3107126	3069576	23186	3	2	61.1339	0	0	0	0	0	0	0	0	0	0
9999	1	8	803	19	13	3107126	3069576	133160	5	5	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	804	19	15	3107126	3069576	26440	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	805	19	17	3107126	3069576	24759	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	806	19	19	3107126	3069576	21026	2	2	82.0984	0	0	0	0	0	0	0	0	0	0
9999	1	8	807	19	21	3107126	3069576	20667	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	808	19	23	3107126	3069576	15081	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	809	19	25	3107126	3069576	9888	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	810	19	27	3107126	3069576	20582	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	811	19	29	3107126	3069576	13544	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	812	19	31	3107126	3069576	18400	3	4	95.9656	0	0	0	0	0	0	0	0	0	0
9999	1	8	813	19	33	3107126	3069576	43531	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	814	19	35	3107126	3069576	11923	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	815	19	37	3107126	3069576	12322	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	816	19	39	3107126	3069576	9350	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	817	19	41	3107126	3069576	16490	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	818	19	43	3107126	3069576	17730	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	819	19	45	3107126	3069576	48346	4	5	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	820	19	47	3107126	3069576	17546	2	2	66.1366	0	0	0	0	0	0	0	0	0	0
9999	1	8	821	19	49	3107126	3069576	76943	4	7	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	822	19	51	3107126	3069576	8809	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	823	19	53	3107126	3069576	8084	2	2	31.951	0	0	0	0	0	0	0	0	0	0
9999	1	8	824	19	55	3107126	3069576	17509	2	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	825	19	57	3107126	3069576	40618	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	826	19	59	3107126	3069576	17064	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	827	19	61	3107126	3069576	96347	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	828	19	63	3107126	3069576	9947	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	829	19	65	3107126	3069576	20452	3	3	88.099	0	0	0	0	0	0	0	0	0	0
9999	1	8	830	19	67	3107126	3069576	16068	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	831	19	69	3107126	3069576	10535	2	2	77.0511	0	0	0	0	0	0	0	0	0	0
9999	1	8	832	19	71	3107126	3069576	7012	1	1	66.6667	0	0	0	0	0	0	0	0	0	0
9999	1	8	833	19	73	3107126	3069576	9110	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	834	19	75	3107126	3069576	12306	2	2	90.8784	0	0	0	0	0	0	0	0	0	0
9999	1	8	835	19	77	3107126	3069576	10645	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	836	19	79	3107126	3069576	15264	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	837	19	81	3107126	3069576	11064	2	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	838	19	83	3107126	3069576	14744	3	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	839	19	85	3107126	3069576	14342	2	2	88.5476	0	0	0	0	0	0	0	0	0	0
9999	1	8	840	19	87	3107126	3069576	18385	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	841	19	89	3107126	3069576	9537	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	842	19	91	3107126	3069576	9679	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	843	19	93	3107126	3069576	7173	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	844	19	95	3107126	3069576	16366	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	845	19	97	3107126	3069576	19566	2	2	94.24	0	0	0	0	0	0	0	0	0	0
9999	1	8	846	19	99	3107126	3069576	36673	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	847	19	101	3107126	3069576	16849	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	848	19	103	3107126	3069576	141492	5	6	99.9767	0	0	0	0	0	0	0	0	0	0
9999	1	8	849	19	105	3107126	3069576	20634	3	3	72.681	0	0	0	0	0	0	0	0	0	0
9999	1	8	850	19	107	3107126	3069576	8275	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	851	19	109	3107126	3069576	15303	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	852	19	111	3107126	3069576	35708	4	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	853	19	113	3107126	3069576	217684	6	6	99.4185	0	0	0	0	0	0	0	0	0	0
9999	1	8	854	19	115	3107126	3069576	11282	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	855	19	117	3107126	3069576	8726	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	856	19	119	3107126	3069576	9158	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	857	19	121	3107126	3069576	15412	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	858	19	123	3107126	3069576	22468	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	859	19	125	3107126	3069576	24394	4	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	860	19	127	3107126	3069576	41155	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	861	19	129	3107126	3069576	14882	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	862	19	131	3107126	3069576	9571	3	2	84.5001	0	0	0	0	0	0	0	0	0	0
9999	1	8	863	19	133	3107126	3069576	9110	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	864	19	135	3107126	3069576	8035	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	865	19	137	3107126	3069576	10379	2	2	53.2903	0	0	0	0	0	0	0	0	0	0
9999	1	8	866	19	139	3107126	3069576	42942	4	5	99.9558	0	0	0	0	0	0	0	0	0	0
9999	1	8	867	19	141	3107126	3069576	13985	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	868	19	143	3107126	3069576	6165	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	869	19	145	3107126	3069576	15691	3	3	75.4557	0	0	0	0	0	0	0	0	0	0
9999	1	8	870	19	147	3107126	3069576	9151	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	871	19	149	3107126	3069576	25005	2	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	872	19	151	3107126	3069576	7136	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	873	19	153	3107126	3069576	457571	11	12	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	874	19	155	3107126	3069576	92746	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	875	19	157	3107126	3069576	18565	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	876	19	159	3107126	3069576	5067	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	877	19	161	3107126	3069576	10024	2	2	84.0109	0	0	0	0	0	0	0	0	0	0
9999	1	8	878	19	163	3107126	3069576	170768	11	9	98.9244	0	0	0	0	0	0	0	0	0	0
9999	1	8	879	19	165	3107126	3069576	6926	2	1	33.3333	0	0	0	0	0	0	0	0	0	0
9999	1	8	880	19	167	3107126	3069576	34827	5	6	68.401	0	0	0	0	0	0	0	0	0	0
9999	1	8	881	19	169	3107126	3069576	86540	5	4	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	882	19	171	3107126	3069576	14739	3	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	883	19	173	3107126	3069576	6137	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	884	19	175	3107126	3069576	12628	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	885	19	177	3107126	3069576	7420	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	886	19	179	3107126	3069576	35397	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	887	19	181	3107126	3069576	47689	4	6	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	888	19	183	3107126	3069576	22139	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	889	19	185	3107126	3069576	6417	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	890	19	187	3107126	3069576	36915	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	891	19	189	3107126	3069576	10507	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	892	19	191	3107126	3069576	21018	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	893	19	193	3107126	3069576	102280	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	894	19	195	3107126	3069576	7547	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	895	19	197	3107126	3069576	12945	4	4	86.3963	0	0	0	0	0	0	0	0	0	0
9999	1	8	896	20	1	2904021	2843968	13070	5	5	95.5783	0	0	0	0	0	0	0	0	0	0
9999	1	8	897	20	3	2904021	2843968	7850	3	3	94.9172	0	0	0	0	0	0	0	0	0	0
9999	1	8	898	20	5	2904021	2843968	16725	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	899	20	7	2904021	2843968	4975	3	3	92.9983	0	0	0	0	0	0	0	0	0	0
9999	1	8	900	20	9	2904021	2843968	27474	5	5	97.3044	0	1	0	0	0	0	0	0	0	0
9999	1	8	901	20	11	2904021	2843968	14780	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	902	20	13	2904021	2843968	10004	3	4	99.9942	0	0	0	0	0	0	0	0	0	0
9999	1	8	903	20	15	2904021	2843968	65108	8	6	99.8886	1	1	0	0	0	1	0	1	0	0
9999	1	8	904	20	17	2904021	2843968	2680	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	905	20	19	2904021	2843968	3530	3	3	66.5557	0	0	0	0	0	0	0	0	0	0
9999	1	8	906	20	21	2904021	2843968	20013	5	5	97.6815	0	0	0	0	0	0	0	0	0	0
9999	1	8	907	20	23	2904021	2843968	2689	2	2	67.6212	0	0	0	0	0	0	0	0	0	0
9999	1	8	908	20	25	2904021	2843968	2193	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	909	20	27	2904021	2843968	8374	3	3	98.0595	0	0	0	0	0	0	0	0	0	0
9999	1	8	910	20	29	2904021	2843968	9239	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	911	20	31	2904021	2843968	7805	5	4	95.9268	0	0	0	0	0	0	0	0	0	0
9999	1	8	912	20	33	2904021	2843968	0	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	913	20	35	2904021	2843968	35444	5	4	99.874	0	1	0	0	0	0	0	1	0	0
9999	1	8	914	20	37	2904021	2843968	39002	9	8	99.1723	0	1	0	0	0	0	0	1	0	0
9999	1	8	915	20	39	2904021	2843968	2927	2	2	60.0273	0	0	0	0	0	0	0	0	0	0
9999	1	8	916	20	41	2904021	2843968	19568	4	5	96.9385	0	0	0	0	0	0	0	0	0	0
9999	1	8	917	20	43	2904021	2843968	7829	5	5	87.9465	0	0	0	0	0	0	0	0	0	0
9999	1	8	918	20	45	2904021	2843968	115136	5	5	87.8913	1	2	0	0	0	1	0	2	0	0
9999	1	8	919	20	47	2904021	2843968	2921	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	920	20	49	2904021	2843968	2605	2	2	84.1075	0	0	0	0	0	0	0	0	0	0
9999	1	8	921	20	51	2904021	2843968	29227	5	5	100	0	1	0	0	0	0	0	0	0	0
9999	1	8	922	20	53	2904021	2843968	5894	5	4	79.7421	0	0	0	0	0	0	0	0	0	0
9999	1	8	923	20	55	2904021	2843968	37148	4	4	100	0	1	0	0	0	0	0	1	0	0
9999	1	8	924	20	57	2904021	2843968	35025	4	4	99.6131	0	1	0	0	0	0	0	1	0	0
9999	1	8	925	20	59	2904021	2843968	25682	4	4	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	926	20	61	2904021	2843968	37962	3	3	100	0	1	0	0	0	0	0	1	0	0
9999	1	8	927	20	63	2904021	2843968	2792	2	2	65.4011	0	0	0	0	0	0	0	0	0	0
9999	1	8	928	20	65	2904021	2843968	2590	2	2	85.8591	0	0	0	0	0	0	0	0	0	0
9999	1	8	929	20	67	2904021	2843968	7979	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	930	20	69	2904021	2843968	6007	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	931	20	71	2904021	2843968	1299	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	932	20	73	2904021	2843968	6363	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	933	20	75	2904021	2843968	2588	1	1	66.6667	0	0	0	0	0	0	0	0	0	0
9999	1	8	934	20	77	2904021	2843968	4423	4	3	97.7617	0	0	0	0	0	0	0	0	0	0
9999	1	8	935	20	79	2904021	2843968	34742	8	8	99.1941	0	1	0	0	0	0	0	1	0	0
9999	1	8	936	20	81	2904021	2843968	4105	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	937	20	83	2904021	2843968	1962	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	938	20	85	2904021	2843968	12684	4	3	99.3535	0	0	0	0	0	0	0	0	0	0
9999	1	8	939	20	87	2904021	2843968	18743	8	8	89.5841	0	0	0	0	0	0	0	0	0	0
9999	1	8	940	20	89	2904021	2843968	0	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	941	20	91	2904021	2843968	551757	19	18	99.0096	7	10	0	0	0	7	1	8	2	0
9999	1	8	942	20	93	2904021	2843968	3908	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	943	20	95	2904021	2843968	7362	3	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	944	20	97	2904021	2843968	2515	2	2	79.271	0	0	0	0	0	0	0	0	0	0
9999	1	8	945	20	99	2904021	2843968	20768	5	5	97.8954	0	0	0	0	0	0	0	0	0	0
9999	1	8	946	20	101	2904021	2843968	1717	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	947	20	103	2904021	2843968	78627	5	6	100	1	1	0	0	0	1	0	1	0	0
9999	1	8	948	20	105	2904021	2843968	3127	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	949	20	107	2904021	2843968	8544	5	4	78.8721	0	0	0	0	0	0	0	0	0	0
9999	1	8	950	20	109	2904021	2843968	2806	2	2	97.7459	0	0	0	0	0	0	0	0	0	0
9999	1	8	951	20	111	2904021	2843968	32610	4	3	100	0	1	0	0	0	0	0	0	0	0
9999	1	8	952	20	113	2904021	2843968	28130	8	6	97.6591	0	1	0	0	0	0	0	0	0	0
9999	1	8	953	20	115	2904021	2843968	12115	7	7	92.457	0	0	0	0	0	0	0	0	0	0
9999	1	8	954	20	117	2904021	2843968	9980	5	5	81.9572	0	0	0	0	0	0	0	0	0	0
9999	1	8	955	20	119	2904021	2843968	4281	2	2	34.4954	0	0	0	0	0	0	0	0	0	0
9999	1	8	956	20	121	2904021	2843968	32840	4	5	98.7571	0	1	0	0	0	0	0	0	0	0
9999	1	8	957	20	123	2904021	2843968	5927	3	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	958	20	125	2904021	2843968	22598	5	3	99.2175	0	0	0	0	0	0	0	0	0	0
9999	1	8	959	20	127	2904021	2843968	5701	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	960	20	129	2904021	2843968	3123	2	2	94.335	0	0	0	0	0	0	0	0	0	0
9999	1	8	961	20	131	2904021	2843968	10163	3	3	97.8992	0	0	0	0	0	0	0	0	0	0
9999	1	8	962	20	133	2904021	2843968	16422	3	3	59.4533	0	0	0	0	0	0	0	0	0	0
9999	1	8	963	20	135	2904021	2843968	3066	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	964	20	137	2904021	2843968	5615	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	965	20	139	2904021	2843968	15727	8	8	81.8195	0	0	0	0	0	0	0	0	0	0
9999	1	8	966	20	141	2904021	2843968	3814	2	2	96.9127	0	0	0	0	0	0	0	0	0	0
9999	1	8	967	20	143	2904021	2843968	6031	3	3	97.5681	0	0	0	0	0	0	0	0	0	0
9999	1	8	968	20	145	2904021	2843968	6969	2	2	96.5	0	0	0	0	0	0	0	0	0	0
9999	1	8	969	20	147	2904021	2843968	5519	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	970	20	149	2904021	2843968	22945	6	5	98.0933	0	0	0	0	0	0	0	0	0	0
9999	1	8	971	20	151	2904021	2843968	9940	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	972	20	153	2904021	2843968	2612	2	2	91.2136	0	0	0	0	0	0	0	0	0	0
9999	1	8	973	20	155	2904021	2843968	64118	5	5	99.4806	1	1	0	0	0	1	0	1	0	0
9999	1	8	974	20	157	2904021	2843968	4789	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	975	20	159	2904021	2843968	6255	7	6	90.1559	0	0	0	0	0	0	0	0	0	0
9999	1	8	976	20	161	2904021	2843968	76426	2	2	100	1	1	0	0	0	1	0	1	0	0
9999	1	8	977	20	163	2904021	2843968	5197	3	3	95.7443	0	0	0	0	0	0	0	0	0	0
9999	1	8	978	20	165	2904021	2843968	3155	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	979	20	167	2904021	2843968	6923	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	980	20	169	2904021	2843968	55756	4	3	99.8144	1	1	0	0	0	1	0	1	0	0
9999	1	8	981	20	171	2904021	2843968	5059	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	982	20	173	2904021	2843968	507133	22	23	99.6203	6	10	0	0	0	6	1	7	2	0
9999	1	8	983	20	175	2904021	2843968	23498	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	984	20	177	2904021	2843968	177593	16	16	99.8317	2	3	0	0	0	2	0	3	1	0
9999	1	8	985	20	179	2904021	2843968	2555	2	2	87.7723	0	0	0	0	0	0	0	0	0	0
9999	1	8	986	20	181	2904021	2843968	6144	2	2	97.8706	0	0	0	0	0	0	0	0	0	0
9999	1	8	987	20	183	2904021	2843968	2074	2	1	91.6667	0	0	0	0	0	0	0	0	0	0
9999	1	8	988	20	185	2904021	2843968	4344	4	4	94.0742	0	0	0	0	0	0	0	0	0	0
