STUDYNO	EDITION	PART	IDNO	FIPS_ST	FIPS_CTY	CPOPARST	AG_ARRST	JURFLAG	COVIND	GRNDTOT	P1TOT	P1VLNT	P1PRPTY	MURDER	RAPE	ROBBERY	AGASSLT	BURGLRY	LARCENY	MVTHEFT	ARSON	OTHASLT	FRGYCNT	FRAUD	EMBEZL	STLNPRP	VANDLSM	WEAPONS	COMVICE	SEXOFF	DRUGTOT	DRGSALE	COCSALE	MJSALE	SYNSALE	OTHSALE	DRGPOSS	COCPOSS	MJPOSS	SYNPOSS	OTHPOSS	GAMBLE	BOOKMKG	NUMBERS	OTGAMBL	OFAGFAM	DUI	LIQUOR	DRUNK	DISORDR	VAGRANT	ALLOTHR	SUSPICN	CURFEW	RUNAWAY
9999	1	1	11	1	21	43934	5	0	6.174	550	83	8	75	0	1	2	4	4	68	4	0	64	1	6	1	5	1	3	0	0	15	0	0	0	0	0	15	2	8	0	6	0	0	0	0	2	48	15	43	9	1	253	0	0	0
9999	1	1	12	1	23	13331	3	0	49.2124	186	34	12	22	0	0	0	12	12	7	0	2	17	4	16	2	6	6	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	14	4	0	50	0	0	0
9999	1	1	13	1	25	25080	4	0	59.6903	441	102	55	47	0	2	25	27	5	41	1	0	54	1	9	1	4	10	12	0	3	9	0	0	0	0	0	9	1	4	0	3	0	0	0	0	3	65	4	17	23	0	125	0	0	0
9999	1	1	14	1	27	13396	3	0	68.7512	424	67	27	40	0	1	0	26	18	20	2	0	91	4	14	0	8	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	5	17	7	0	154	0	0	0
9999	1	1	15	1	29	15009	3	0	1.3492	124	34	2	32	0	0	1	1	5	26	0	0	16	1	12	0	1	0	1	0	0	6	0	0	0	0	0	6	1	3	0	2	0	0	0	0	0	8	2	7	1	0	35	0	0	0
9999	1	1	16	1	31	51644	5	1	8.7414	1126	274	25	250	0	3	8	14	13	229	7	0	169	8	15	3	12	7	8	0	3	49	0	0	0	0	0	48	6	24	0	18	0	0	0	0	0	90	20	67	20	2	379	0	0	0
9999	1	1	17	1	33	54556	8	0	37.7739	1844	367	37	330	3	0	2	33	35	289	6	0	247	0	7	11	13	17	27	0	0	12	3	3	0	0	0	9	6	0	0	3	0	0	0	0	2	259	44	216	48	0	573	0	0	0
9999	1	1	18	1	35	12806	3	0	34.4344	378	54	10	43	0	0	4	7	9	34	0	0	67	4	4	0	4	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	23	5	0	195	0	0	0
9999	1	1	19	1	37	10745	2	0	63.4768	388	64	8	56	0	0	2	5	25	26	3	2	44	2	11	0	2	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	32	2	8	11	0	208	0	0	0
9999	1	1	20	1	39	37932	9	0	53.8971	870	193	55	138	0	17	6	32	7	125	6	0	157	0	23	2	23	4	4	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	55	19	47	9	0	330	0	0	0
9999	1	1	21	1	41	14024	4	0	50.5966	742	111	49	62	2	5	5	37	28	30	2	1	136	1	51	0	12	18	6	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	24	0	35	11	0	326	0	0	0
9999	1	1	22	1	43	80923	3	1	25.9969	1594	100	18	82	0	0	4	14	52	24	4	2	174	8	280	2	24	8	10	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	94	60	156	20	0	590	0	0	0
9999	1	1	23	1	45	48097	10	1	36.0256	1564	264	49	216	4	4	4	36	24	184	3	5	214	11	74	2	37	15	13	0	2	27	0	0	0	0	0	27	3	13	0	10	0	0	0	0	0	131	14	63	20	1	675	0	0	0
9999	1	1	24	1	47	41573	3	0	37.2832	845	326	83	242	8	5	14	56	19	215	8	0	234	17	13	2	5	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	48	0	51	25	0	108	0	0	0
9999	1	1	25	1	49	71053	14	1	17.1865	1381	179	14	165	0	0	4	9	11	150	4	0	156	10	22	2	15	9	7	0	2	26	0	0	0	0	0	26	3	13	0	9	0	0	0	0	3	128	64	67	7	1	684	0	0	0
9999	1	1	26	1	51	81213	7	1	1.1387	816	235	23	212	0	0	8	14	8	201	2	0	107	4	13	3	11	3	6	0	1	50	0	0	0	0	0	49	6	25	0	18	0	0	0	0	0	69	21	57	9	2	223	0	0	0
9999	1	1	27	1	53	37923	5	0	22.1759	1186	270	54	216	0	0	3	51	44	169	1	2	117	24	33	1	12	11	15	0	3	18	0	0	0	0	0	17	2	9	0	6	0	0	0	0	0	97	28	75	22	1	458	0	0	0
9999	1	1	28	1	55	102974	11	1	16.409	2088	408	40	368	1	1	12	27	22	337	8	0	228	6	31	5	13	14	19	0	1	77	0	0	0	0	0	76	9	38	1	28	0	0	0	0	9	177	35	117	30	3	916	0	0	0
9999	1	1	29	1	57	16080	3	1	72.6824	273	45	12	33	0	1	0	11	7	20	6	0	30	1	9	1	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	31	5	15	7	0	115	0	0	0
9999	1	1	30	1	59	31495	5	0	9.0866	421	104	10	93	0	1	3	6	3	88	2	0	58	3	5	1	3	1	2	0	0	20	0	0	0	0	0	19	2	10	0	7	0	0	0	0	0	47	23	31	6	1	116	0	0	0
9999	1	1	31	1	61	26720	5	1	13.2791	429	72	11	61	0	0	1	10	3	58	0	0	57	1	21	0	3	8	5	0	7	8	0	0	0	0	0	8	1	4	0	3	0	0	0	0	0	34	3	12	9	0	190	0	0	0
9999	1	1	32	1	63	8688	2	0	63.7911	212	42	16	26	0	0	0	16	4	21	1	0	49	0	12	2	7	1	4	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	5	3	5	0	68	0	0	0
9999	1	1	33	1	65	16078	3	1	72.0301	253	53	18	36	0	3	1	13	5	25	6	0	51	4	8	0	3	5	6	0	0	4	0	0	0	0	0	4	1	2	0	2	0	0	0	0	6	24	1	8	3	0	76	0	0	0
9999	1	1	34	1	67	17301	4	1	20.6737	252	41	2	39	0	0	1	1	6	29	4	0	28	2	4	0	1	2	1	0	0	6	0	0	0	0	0	5	1	3	0	2	0	0	0	0	0	14	5	9	4	0	136	0	0	0
9999	1	1	35	1	69	105438	9	1	6.2785	2026	561	47	514	1	1	19	26	24	484	5	1	275	10	32	7	20	8	15	0	2	120	1	1	0	0	0	119	15	59	1	44	0	0	0	0	2	187	42	134	28	5	580	0	0	0
9999	1	1	36	1	71	52930	7	0	8.9104	624	144	16	128	0	0	4	12	4	120	4	0	98	2	17	2	4	3	6	0	2	26	0	0	0	0	0	26	3	13	0	9	0	0	0	0	1	60	19	39	10	1	191	0	0	0
9999	1	1	37	1	73	686554	31	1	38.6631	8495	2605	218	2386	8	5	80	125	97	2269	18	2	933	45	116	21	100	44	92	0	13	461	2	2	0	0	0	457	57	228	4	168	0	0	0	0	12	630	109	493	136	18	2667	0	0	0
9999	1	1	38	1	75	14179	5	0	82.3324	261	41	13	28	0	0	0	13	5	19	2	2	58	0	8	0	2	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	11	8	3	0	93	0	0	0
9999	1	1	39	1	77	92871	8	0	2.6195	1304	330	29	300	1	1	11	17	12	285	3	0	165	10	20	6	12	5	9	0	3	70	0	0	0	0	0	70	9	35	1	26	0	0	0	0	2	152	48	97	15	3	359	0	0	0
9999	1	1	40	1	79	33429	6	0	5.3362	129	26	0	26	0	0	0	0	12	14	0	0	13	0	8	0	2	18	0	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	22	5	3	2	0	26	0	0	0
9999	1	1	41	1	81	148692	3	1	0	2383	706	56	651	1	1	25	28	25	618	7	1	305	13	42	9	25	11	19	0	2	155	1	1	0	0	0	154	19	77	1	56	0	0	0	0	1	206	52	166	29	6	637	0	0	0
9999	1	1	42	1	83	84511	3	1	23.6616	2672	438	75	362	0	3	7	65	58	284	17	3	282	39	257	3	31	18	14	0	1	49	0	0	0	0	0	48	5	21	0	22	0	0	0	0	48	177	38	124	11	2	1141	0	0	0
9999	1	1	43	1	85	10570	4	0	57.0104	225	65	26	39	3	5	3	15	10	29	0	0	52	0	19	0	7	4	7	0	0	3	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	4	1	6	10	0	45	0	0	0
9999	1	1	44	1	87	19343	5	1	46.0274	487	86	30	57	2	2	0	25	18	35	3	0	75	5	12	4	8	10	35	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	19	4	26	9	0	190	0	0	0
9999	1	1	45	1	89	355589	9	1	1.324	1535	402	37	366	1	1	13	22	18	342	4	1	219	7	22	5	14	9	11	0	1	82	0	0	0	0	0	81	10	40	1	30	0	0	0	0	0	135	29	102	22	3	471	0	0	0
9999	1	1	46	1	91	19975	6	0	39.0843	439	120	28	92	4	3	2	19	16	65	6	5	63	5	24	1	5	3	5	0	5	13	0	0	0	0	0	13	2	6	0	5	0	0	0	0	0	42	4	22	11	1	114	0	0	0
9999	1	1	47	1	93	30940	8	1	49.1753	498	108	16	92	0	1	3	11	6	85	1	0	80	8	12	1	5	5	5	0	2	20	0	0	0	0	0	20	2	10	0	7	0	0	0	0	0	41	10	49	13	1	141	0	0	0
9999	1	1	48	1	95	96341	8	1	38.6724	2743	350	70	280	3	9	5	52	44	232	4	0	261	11	43	19	31	35	20	0	5	29	0	0	0	0	0	29	4	14	0	11	0	0	0	0	1	78	11	60	11	1	1777	0	0	0
9999	1	1	49	1	97	414522	14	0	2.1457	2220	464	62	401	1	1	12	49	20	364	15	3	297	14	44	7	20	19	20	0	6	73	0	0	0	0	0	73	9	36	1	27	0	0	0	0	0	205	64	174	40	3	769	0	0	0
9999	1	1	50	1	99	22061	4	0	33.7013	673	188	54	134	0	0	6	48	24	92	18	0	128	0	21	0	12	15	2	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	48	8	57	24	0	168	0	0	0
9999	1	1	51	1	101	226020	12	0	3.8088	414	75	18	57	0	3	0	15	12	42	3	0	12	3	9	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	36	156	2	0	0	113	0	0	0
9999	1	1	52	1	103	120009	7	1	16.9031	2037	593	49	544	2	2	20	26	20	515	9	0	259	12	35	11	20	7	15	0	2	97	0	0	0	0	0	96	12	48	1	35	0	0	0	0	1	160	61	162	28	4	570	0	0	0
9999	1	1	53	1	105	9902	3	0	12.5833	122	30	2	28	0	0	1	1	1	24	0	2	22	1	4	0	1	0	3	0	0	6	0	0	0	0	0	6	1	3	0	2	0	0	0	0	0	8	2	11	5	0	29	0	0	0
9999	1	1	54	1	107	19338	6	0	29.0723	306	43	5	38	0	0	0	5	12	27	0	0	37	3	6	0	8	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	19	38	16	0	77	0	0	0
9999	1	1	55	1	109	33455	4	0	15.3589	791	208	30	178	0	0	8	21	11	163	4	0	83	3	15	2	12	10	5	0	1	37	0	0	0	0	0	36	5	18	0	13	0	0	0	0	3	62	44	39	10	2	257	0	0	0
9999	1	1	56	1	111	22689	6	0	21.253	715	141	18	123	4	8	2	4	52	71	0	0	48	13	29	1	6	7	1	0	0	10	0	0	0	0	0	10	1	5	0	4	0	0	0	0	0	46	10	26	5	0	373	0	0	0
9999	1	1	57	1	113	66223	3	1	0	1051	312	25	287	1	1	11	12	11	272	3	0	135	6	18	4	11	5	8	0	1	68	0	0	0	0	0	68	8	34	1	25	0	0	0	0	0	91	23	73	13	3	281	0	0	0
9999	1	1	58	1	115	84568	11	1	30.6737	1759	283	29	254	0	0	3	26	20	226	8	0	226	2	33	5	6	14	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	246	20	105	17	0	791	0	0	0
9999	1	1	59	1	117	182521	9	1	10.7086	2358	617	58	558	1	2	24	31	26	526	6	1	323	10	60	8	24	10	16	0	2	127	1	1	0	0	0	126	16	63	1	46	0	0	0	0	1	266	60	157	28	5	645	0	0	0
9999	1	1	60	1	119	13275	5	0	54.6786	319	106	22	84	2	0	2	18	43	39	2	0	58	9	34	0	2	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	20	6	4	6	0	70	0	0	0
9999	1	1	61	1	121	76761	6	0	24.9375	3061	399	39	360	6	1	0	31	18	334	8	0	472	11	26	0	9	27	24	0	3	2	0	0	0	0	0	2	0	1	0	1	0	0	0	0	11	151	9	173	59	0	1685	0	0	0
9999	1	1	62	1	123	39467	6	0	8.8724	965	178	42	136	0	0	11	30	6	127	3	0	133	9	17	3	10	14	12	0	0	26	0	0	0	0	0	26	3	13	0	9	0	0	0	0	0	61	34	69	13	1	385	0	0	0
9999	1	1	63	1	125	201614	8	1	2.5725	3464	991	85	906	2	2	36	45	45	850	11	1	452	17	57	13	36	15	29	0	3	211	1	1	0	0	0	209	26	104	2	77	0	0	0	0	1	313	75	232	44	9	966	0	0	0
9999	1	1	64	1	127	65807	9	1	6.9832	1167	177	22	155	3	0	8	11	4	143	4	3	91	2	18	4	12	8	8	0	0	26	0	0	0	0	0	26	3	13	0	10	0	0	0	0	3	85	15	83	11	1	622	0	0	0
9999	1	1	65	1	129	16711	4	0	5.5981	175	24	7	17	2	0	2	4	6	10	2	0	17	0	14	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	16	4	8	2	0	87	0	0	0
9999	1	1	66	1	131	11246	3	0	53.0885	244	73	35	38	2	1	6	26	10	25	0	2	54	0	3	2	2	5	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	1	9	12	0	65	0	0	0
9999	1	1	67	1	133	24142	6	0	48.9765	599	101	11	90	0	2	1	8	33	49	7	2	61	4	31	0	18	4	3	0	1	7	0	0	0	0	0	7	1	4	0	3	0	0	0	0	38	33	8	22	1	0	266	0	0	0
9999	1	1	68	1	777	0	1	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9999	1	1	69	2	13	938	1	0	0	63	11	3	8	0	0	0	2	1	6	1	1	8	0	0	0	0	2	1	0	0	4	1	0	0	0	0	3	0	2	0	0	0	0	0	0	0	7	5	1	2	0	22	0	0	0
9999	1	1	70	2	16	4794	2	0	89.8623	225	26	11	16	1	0	3	6	1	11	3	0	37	0	1	0	0	3	0	0	0	14	10	4	4	2	0	3	0	3	0	0	0	0	0	0	3	27	13	1	12	0	87	0	0	0
9999	1	1	71	2	20	301306	3	0	100	15005	3142	1051	2091	10	59	162	820	147	1813	112	19	1732	54	110	51	21	452	126	29	187	568	89	57	13	1	18	479	105	291	5	78	0	0	0	0	151	1092	325	5	317	0	6642	1	0	0
9999	1	1	72	2	50	6431	1	0	100	531	58	22	36	0	1	0	21	9	24	3	0	122	0	0	0	0	21	3	0	0	4	2	0	0	0	2	2	0	2	0	0	0	0	0	0	0	54	32	0	65	0	172	0	0	0
9999	1	1	73	2	60	945	1	0	100	39	4	0	4	0	0	0	0	2	0	2	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	11	0	4	0	0	0
9999	1	1	74	2	70	2416	1	0	100	371	49	34	15	0	7	0	27	5	5	5	0	56	2	0	0	0	10	1	0	1	11	0	0	0	0	0	11	0	0	0	11	0	0	0	0	2	27	20	35	0	0	157	0	0	0
9999	1	1	75	2	90	34712	4	0	100	2075	413	85	328	5	1	23	56	20	283	25	0	241	11	48	7	0	51	24	0	21	139	10	7	3	0	0	129	19	82	0	28	0	0	0	0	9	298	201	1	73	0	537	0	0	0
9999	1	1	76	2	100	2599	1	0	100	40	9	4	5	0	0	0	4	4	1	0	0	4	0	0	0	0	0	3	0	2	3	1	0	1	0	0	2	0	2	0	0	0	0	0	0	0	6	0	0	0	0	13	0	0	0
9999	1	1	77	2	110	32988	1	0	100	1413	350	80	270	0	3	7	70	11	138	7	114	168	2	3	0	0	41	14	0	10	41	6	4	0	2	0	35	5	26	4	0	0	0	0	0	4	172	111	0	28	0	468	1	0	0
9999	1	1	78	2	122	20378	5	0	98.6799	1387	405	81	324	0	3	2	76	30	278	12	4	92	4	6	1	2	32	15	7	7	151	27	9	4	0	14	124	2	86	28	8	0	0	0	0	9	201	38	0	32	0	383	0	0	0
9999	1	1	79	2	130	8246	1	0	100	579	95	19	76	0	2	4	13	10	62	3	1	79	1	3	1	0	31	3	0	6	63	33	4	4	23	2	30	5	21	2	2	0	0	0	0	0	53	7	0	35	0	202	0	0	0
9999	1	1	80	2	150	6495	1	0	100	948	68	23	45	0	0	0	23	0	39	6	0	44	0	4	1	1	7	4	0	0	24	6	1	0	5	0	18	5	3	10	0	0	0	0	0	0	47	69	4	15	0	660	0	0	0
9999	1	1	81	2	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9999	1	1	82	2	170	15390	2	0	92.8709	1196	189	26	163	2	2	4	17	14	134	15	0	109	5	7	0	1	19	7	0	7	46	9	2	1	2	3	37	12	14	2	8	0	0	0	0	1	194	52	4	33	0	523	0	0	0
9999	1	1	83	2	180	3844	1	0	100	577	58	43	15	0	1	1	41	4	8	3	0	131	0	0	0	0	11	4	0	2	19	2	0	0	0	2	17	0	17	0	0	0	0	0	0	5	40	68	8	61	0	155	15	0	0
9999	1	1	84	2	185	9691	1	0	100	743	118	55	63	1	1	2	51	20	35	5	3	172	0	0	0	0	30	7	0	9	53	0	0	0	0	0	53	5	44	4	0	0	0	0	0	2	40	139	20	10	0	142	0	0	1
9999	1	1	85	2	188	3289	1	0	100	632	63	24	39	0	6	2	16	9	24	6	0	132	0	1	0	0	19	1	0	0	5	4	1	3	0	0	1	0	1	0	0	0	0	0	0	0	27	61	49	33	0	241	0	0	0
9999	1	1	86	2	201	2046	2	0	61.7791	198	21	12	8	0	0	0	12	1	7	0	1	30	0	0	0	0	4	2	0	1	11	3	0	0	1	1	8	1	7	0	0	0	0	0	0	0	20	16	2	10	0	81	0	0	0
9999	1	1	87	2	220	9051	1	0	100	336	30	4	26	0	0	0	4	2	24	0	0	19	2	0	1	0	5	5	0	2	39	2	0	0	2	0	37	3	20	14	0	0	0	0	0	0	60	64	0	12	0	92	0	5	0
9999	1	1	88	2	232	1750	2	0	57.0286	60	10	2	7	0	0	0	2	1	6	0	1	9	0	0	0	0	2	1	0	0	3	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	9	4	1	2	0	20	0	0	0
9999	1	1	89	2	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9999	1	1	90	2	261	6547	3	0	96.6091	269	29	13	16	0	1	0	12	3	10	2	0	32	0	4	0	0	5	4	0	2	10	2	1	0	0	1	8	1	3	1	2	0	0	0	0	2	51	39	1	3	0	87	0	0	0
9999	1	1	91	2	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9999	1	1	92	2	280	5321	2	0	100	153	21	9	12	0	2	0	7	1	8	3	0	16	0	4	0	0	4	2	0	1	9	7	1	3	0	3	2	0	2	0	0	0	0	0	0	0	18	16	0	6	0	56	0	0	0
9999	1	1	93	2	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9999	1	1	94	2	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9999	1	1	95	2	777	0	1	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9999	1	1	96	2	999	257555	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9999	1	1	97	4	1	72508	4	0	100	1191	138	40	98	0	2	0	38	26	58	13	1	90	1	0	0	4	28	5	0	5	141	14	0	9	3	1	126	1	73	32	21	0	0	0	0	20	106	81	0	156	0	406	0	0	9
9999	1	1	98	4	3	129939	8	0	78.379	4743	922	202	720	4	3	20	175	65	633	18	4	402	10	34	0	12	209	21	3	13	784	187	4	111	15	56	598	8	461	24	104	0	0	0	0	251	403	310	0	307	1	969	0	24	68
9999	1	1	99	4	5	135390	6	1	100	9425	1525	293	1231	8	13	21	251	52	1121	21	37	942	6	22	4	10	465	27	2	161	982	38	7	16	4	11	944	30	843	27	43	0	0	0	0	197	836	1193	0	1204	1	1842	0	3	4
9999	1	1	100	4	7	53325	5	0	98.136	3005	402	77	326	3	0	3	70	35	265	24	2	200	8	17	0	11	80	24	2	14	287	66	5	1	4	55	222	2	123	20	77	0	0	0	0	224	320	79	0	300	1	1024	0	0	9
9999	1	1	101	4	9	37929	4	0	74.5735	1315	230	68	161	0	1	2	65	14	140	6	2	69	3	7	0	5	24	9	1	12	154	20	0	10	1	8	134	5	94	14	21	0	0	0	0	75	199	73	0	96	0	344	0	6	8
9999	1	1	102	4	11	9302	2	0	69.1088	483	59	38	21	0	0	0	38	5	13	3	0	16	0	0	0	1	9	2	0	0	51	6	0	6	0	0	44	2	25	0	17	0	0	0	0	27	66	9	0	69	0	174	0	0	0
9999	1	1	103	4	12	20439	3	0	84.9503	884	151	36	116	2	0	1	33	23	79	10	3	54	5	3	0	3	28	15	0	4	210	44	0	23	3	17	166	3	132	9	23	0	0	0	0	3	86	18	0	70	0	232	0	1	1
9999	1	1	104	4	13	4086811	18	1	100	154617	31470	5852	25618	92	185	1135	4440	2432	22086	1029	72	14719	921	1528	127	770	6274	1655	789	1056	16710	1951	654	713	237	348	14753	2158	8189	1589	2817	0	0	0	0	472	18956	7488	0	7293	261	42351	0	1013	762
9999	1	1	105	4	15	205249	5	0	97.6575	13450	2017	287	1730	8	6	24	249	231	1397	88	13	898	39	33	1	49	345	41	5	68	1609	139	17	23	88	12	1469	104	607	296	462	0	0	0	0	538	749	680	0	787	4	5393	0	55	140
9999	1	1	106	4	17	108028	6	0	100	6446	937	216	720	0	3	7	206	71	602	36	11	410	15	33	0	2	109	31	10	7	694	154	4	58	25	67	534	23	377	33	100	0	0	0	0	64	518	431	0	337	19	2771	0	22	37
9999	1	1	107	4	19	1007520	9	0	100	47936	9017	1088	7929	50	39	280	718	679	7019	189	42	5569	70	130	4	222	2232	378	67	152	6216	647	103	145	355	44	5556	148	3771	1249	388	0	0	0	0	116	3690	3160	0	2781	3	12484	0	262	1383
9999	1	1	108	4	21	393422	11	1	99.2647	12398	2345	417	1929	11	47	59	300	182	1643	96	8	1429	55	148	0	36	483	99	1	80	1286	359	4	266	22	66	927	78	582	162	105	6	0	0	6	399	730	516	0	839	2	3822	0	72	50
9999	1	1	109	4	23	46985	3	0	100	2192	325	46	279	0	0	1	45	21	250	8	0	145	3	22	0	3	33	10	0	9	216	33	6	18	1	8	183	11	154	3	16	0	0	0	0	13	111	46	0	173	0	1071	0	0	10
9999	1	1	110	4	25	220786	10	1	58.544	9592	1785	322	1463	5	8	30	280	120	1282	48	14	959	22	87	0	23	454	58	17	79	1142	145	13	67	7	58	996	26	684	138	149	0	0	0	0	82	758	531	0	612	0	2833	0	33	117
9999	1	1	111	4	27	203851	6	0	100	6682	1124	317	807	2	4	45	266	59	699	44	5	650	8	68	20	56	368	51	1	24	403	24	2	11	0	11	375	3	270	11	90	0	0	0	0	170	416	254	0	509	11	2542	0	4	0
9999	1	1	112	4	777	0	23	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9999	1	1	113	5	1	18701	4	0	99.9015	326	69	14	55	0	0	5	9	6	45	4	0	34	0	0	0	3	15	9	0	0	37	5	3	1	0	1	32	3	20	1	7	0	0	0	0	1	19	1	16	4	0	117	0	0	0
